Rank;PrimaryOutcomeMeasure;PrimaryOutcomeTimeFrame;OverallStatus;LastKnownStatus;LastUpdatePostDate
891;Number of participants with adverse events as assessed by CTCAE v5.0.;one month;Completed,;February 2, 2023
892;Safety and tolerability assessed by Dose Limiting Toxicity (DLT)|Safety and tolerability assessed by adverse events (AEs)|Safety and tolerability assessed by immune-related AEs (irAEs)|Safety and tolerability assessed by infusion-related reactions (IRRs)|Safety and tolerability assessed by serious adverse events (SAEs)|Number of participants with laboratory value abnormalities and/or adverse events related to treatment|Safety and tolerability assessed by 12- lead electrocardiogram (ECG)|Number of participants with vital signs abnormalities and/or adverse events related to treatment|Number of participants with Physical Exam abnormalities and/or adverse events related to treatment|Safety and tolerability assessed by ECOG performance status|Pharmacokinetics (PK) of ASP1951 in serum: AUClast|Pharmacokinetics (PK) of ASP1951 in serum: AUCinf|Pharmacokinetics (PK) of ASP1951 in serum: AUCinf%extrap|Pharmacokinetics (PK) of ASP1951 in serum: AUCtau|Pharmacokinetics (PK) of ASP1951 in serum: Cmax|Pharmacokinetics (PK) of ASP1951 in serum: Ctrough|Pharmacokinetics (PK) of ASP1951 in serum: tmax|Pharmacokinetics (PK) of ASP1951 in serum: t 1/2|Pharmacokinetics (PK) of ASP1951 in serum: tlast|Pharmacokinetics (PK) of ASP1951 in serum: CL|Pharmacokinetics (PK) of ASP1951 in serum: Vz|Pharmacokinetics (PK) of ASP1951 in serum: Vss|Pharmacokinetics (PK) of ASP1951 in combination with pembrolizumab in serum: AUClast|Pharmacokinetics (PK) of ASP1951 in combination with pembrolizumab in serum: AUCinf|Pharmacokinetics (PK) of ASP1951 in combination with pembrolizumab in serum: AUCinf%extrap|Pharmacokinetics (PK) of ASP1951 in combination with pembrolizumab in serum: AUCtau|Pharmacokinetics (PK) of ASP1951 in combination with pembrolizumab in serum: Cmax|Pharmacokinetics (PK) of ASP1951 in combination with pembrolizumab in serum: Ctrough|Pharmacokinetics (PK) of ASP1951 in combination with pembrolizumab in serum: tmax|Pharmacokinetics (PK) of ASP1951 in combination with pembrolizumab in serum: t 1/2|Pharmacokinetics (PK) of ASP1951 in combination with pembrolizumab in serum: tlast|Pharmacokinetics (PK) of ASP1951 in combination with pembrolizumab in serum: CL|Pharmacokinetics (PK) of ASP1951 in combination with pembrolizumab in serum: Vz|Pharmacokinetics (PK) of ASP1951 in combination with pembrolizumab in serum: Vss;Up to 5 years|Up to 5 years|Up to 5 years|Up to 5 years|Up to 5 years|Up to 5 years|Up to 5 years|Up to 5 years|Up to 5 years|Up to 5 years|Up to 10 weeks|Up to 10 weeks|Up to 10 weeks|Up to 10 weeks|Up to 10 weeks|Up to 48 weeks|Up to 10 weeks|Up to 10 weeks|Up to 10 weeks|Up to 10 weeks|Up to 10 weeks|Up to 10 weeks|Up to 10 weeks|Up to 10 weeks|Up to 10 weeks|Up to 10 weeks|Up to 10 weeks|Up to 48 weeks|Up to 10 weeks|Up to 10 weeks|Up to 10 weeks|Up to 10 weeks|Up to 10 weeks|Up to 10 weeks;Active, not recruiting,;February 21, 2023
893;Number of participants with treatment-related adverse events as assesses by CTCAE version 4.03.|Determine the recommended phase 2 dose (RP2D) based on Dose limiting toxicities;58 weeks|6 weeks;Completed,;November 29, 2019
894;Part A: Pharmacokinetics - Dose-Normalized Area Under the Concentration Versus Time Curve of Paclitaxel From Time Zero to Infinity [AUC(0-∞)] in Cycle 1|Part A: Pharmacokinetics - Dose-Normalized Area Under the Concentration Versus Time Curve of Paclitaxel From Time Zero to Infinity [AUC(0-∞)] in Cycle 2|Part A: Pharmacokinetics - Dose-Normalized Maximum Observed Drug Concentration (Cmax) of Paclitaxel in Cycle 1|Part A: Pharmacokinetics - Dose-Normalized Maximum Observed Drug Concentration (Cmax) of Paclitaxel in Cycle 2|Part B: Pharmacokinetics - Dose-Normalized Area Under the Concentration Versus Time Curve of Ramucirumab From Time Zero to Infinity [AUC(0-∞)] as Monotherapy;Cycle 1: 0, 1, 1.5, 2, 5, 7, 24, 48, 72 and 168 hours post paclitaxel infusion|Cycle 2: -1, 0, 1, 1.5, 2, 5, 7, 24, 48, 72, 96, 168, 264 and 336 hours post paclitaxel infusion|Cycle 1: 0,1, 1.5, 2, 5, 7, 24, 48, 72 and 168 hours post paclitaxel infusion|Cycle 2: -1, 0, 1, 1.5, 2, 5, 7, 24, 48, 72, 96, 168, 264 and 336 hours post paclitaxel infusion|Cycle 1: 0,1, 1.5, 2, 5, 7, 24, 48, 72,168, 264, 336, 408, and 504 hours post ramucirumab infusion;Completed,;March 8, 2022
895;Number of Participants Who Experienced Dose Limiting Toxicities (DLTs) Assessed Using National Cancer Institute (NCI) Common Toxicity Criteria for Adverse Events (CTCAE) Version 4.03;At the end of Cycle 1 (each Cycle is of 21 days);Terminated,;March 11, 2022
896;Number of Participants With Dose-Limiting Toxicities (Dose Finding Phase)|Number of Participants With Treatment-emergent Adverse Events, by Severity (Dose Finding and Dose Expansion Phases)|Pharmacokinetic Parameter Area Under the Concentration-Time Curve (AUC) of JZP341 (Dose Finding Phase)|Pharmacokinetic Parameter Maximum Plasma Concentration (Cmax) Levels of JZP341 (Dose Finding Phase)|Pharmacokinetic Parameter Time to Maximum Plasma Concentration (Tmax) of JZP341 (Dose Finding Phase)|Pharmacokinetic Parameter Apparent Terminal Elimination Half-life (t1/2) of JZP341 (Dose Finding Phase)|Pharmacokinetic Parameter Clearance (CL) of JZP341 (Dose Finding Phase)|Pharmacokinetic Parameter Volume of Distribution (Vd) of JZP341 (Dose Finding Phase)|Nadir Serum Asparaginase Activity Response Rate (Dose Finding Phase)|Disease Control Rate (Dose Expansion Phase);"Baseline up to Day 28|Baseline up to 5 years|Cycle 1 Day 1: (pre- and post-dose, 4 hour [hr], 8 hr), Days 2,3,4,8,11,15 (pre- and post-dose), 22, 29; Cycle 2 Day 1 (pre- and post-dose, 8 hr), Days 4,8,15 (pre- and post-dose) and 29; Cycle 3+, Days 1 (pre- and post-dose) and 15 (each cycle, 28 days)|Cycle 1 Day 1: (pre- and post-dose, 4 hour [hr], 8 hr), Days 2,3,4,8,11,15 (pre- and post-dose), 22, 29; Cycle 2 Day 1 (pre- and post-dose, 8 hr), Days 4,8,15 (pre- and post-dose) and 29; Cycle 3+, Days 1 (pre- and post-dose) and 15 (each cycle, 28 days)|Cycle 1 Day 1: (pre- and post-dose, 4 hour [hr], 8 hr), Days 2,3,4,8,11,15 (pre- and post-dose), 22, 29; Cycle 2 Day 1 (pre- and post-dose, 8 hr), Days 4,8,15 (pre- and post-dose) and 29; Cycle 3+, Days 1 (pre- and post-dose) and 15 (each cycle, 28 days)|Cycle 1 Day 1: (pre- and post-dose, 4 hour [hr], 8 hr), Days 2,3,4,8,11,15 (pre- and post-dose), 22, 29; Cycle 2 Day 1 (pre- and post-dose, 8 hr), Days 4,8,15 (pre- and post-dose) and 29; Cycle 3+, Days 1 (pre- and post-dose) and 15 (each cycle, 28 days)|Cycle 1 Day 1: (pre- and post-dose, 4 hour [hr], 8 hr), Days 2,3,4,8,11,15 (pre- and post-dose), 22, 29; Cycle 2 Day 1 (pre- and post-dose, 8 hr), Days 4,8,15 (pre- and post-dose) and 29; Cycle 3+, Days 1 (pre- and post-dose) and 15 (each cycle, 28 days)|Cycle 1 Day 1: (pre- and post-dose, 4 hour [hr], 8 hr), Days 2,3,4,8,11,15 (pre- and post-dose), 22, 29; Cycle 2 Day 1 (pre- and post-dose, 8 hr), Days 4,8,15 (pre- and post-dose) and 29; Cycle 3+, Days 1 (pre- and post-dose) and 15 (each cycle, 28 days)|Baseline up to Day 14|Baseline up to Week 12";Recruiting,;February 9, 2023
897;Determine the maximum tolerated dose of BMS-214662 in combination with paclitaxel.;Treatment repeats every 3 weeks for at least 2 courses in the absence of disease progression or unacceptable toxicity.;Completed,;June 11, 2010
898;To assess the safety and tolerability of FB849 and to identify maximum tolerated dose (MTD)/ recommended Phase II dose (RP2D) and dosing schedule of FB849 in subjects with advanced solid tumors;DLT Assessment at the end of Cycle 1(each cycle is 21 days.);Not yet recruiting,;March 9, 2023
899;Assess participants for toxicities related to study treatment;1 year;Not yet recruiting,;March 7, 2023
900;Maximal Tolerance Dose (MTD) of RC48-ADC;DLT will be evaluated on Day 28 during cycle 1;Completed,;June 4, 2020
901;DLTs in the first 2 cycles of single drug administration;2 Cycles (42 days);Active, not recruiting,;October 18, 2022
902;Incidence of all adverse events graded according to NCI CTCAE, v4.0|Incidence of dose limiting toxicities (DLTs)|Pharmacokinetic property of GDC-0425: determination of plasma drug concentration|Pharmacokinetic property of GDC-0425: exposure|Pharmacokinetic property of GDC-0425: half-life|Severity of all adverse events graded according to NCI CTCAE, v4.0;Up to 1 year|Up to 35 days|Up to 12 months or early study discontinuation|Up to 12 months or early study discontinuation|Up to 12 months or early study discontinuation|Up to 1 year;Completed,;April 12, 2017
903;Mean (SD) Pharmacokinetic (PK) Parameter Area Under Concentration Time Curve From Zero to Infinity (AUC0-oo)|Mean (SD) Pharmacokinetic (PK) Parameter Maximum Observed Plasma Concentration (Cmax)|Best Overall Response Per Response Evaluation Criteria in Solid Tumors (RECIST);"Pre-dose (-0.5h); post-dose at 15 min, 30 min, 60 min, 2 hrs, 4 hrs, 6 hrs, 10 hrs, 24 hrs, 48 hrs, 72hrs, 96 hrs, 120 hrs and 144 hours.|Pre-dose (-0.5h); post-dose at 15 min, 30 min, 60 min, 2 hrs, 4 hrs, 6 hrs, 10 hrs, 24 hrs, 48 hrs, 72hrs, 96 hrs, 120 hrs and 144 hours.|throughout the study and up to 30 days after the last dose of study drug";Completed,;March 27, 2012
904;Maximum-tolerated dose and recommended phase II dose based on the incidence of dose-limiting toxicity (DLT) as assessed by the National Cancer Institute (NCI) Common Terminology Criteria for Adverse Events (CTCAE) version 4.0|Toxicities as assessed by the NCI CTCAE version 4.0|Pharmacokinetics (PK) of cixutumumab|Pharmacokinetics of temsirolimus;28 days|Up to 30 days after the last dose of treatment|At end of infusion, at 1, 3, 6, and 24 hours, days 1, 4, 8, 15, 22, and 28 (of course 1), and days 15 and 28 (of course 2)|At end of infusion, at 15 and 30 minutes, at 1, 3, 6, and 24 hours, days 1, 4, 7, and 28 (of course 1), and days 15 and 28 (course 2);Completed,;April 29, 2014
905;Occurrence of treatment related adverse events as assessed by CTCAE v4.03;1 year;Unknown status;Recruiting;May 7, 2019
906;Incidence of Dose Limiting Toxicities;during the first 28 days of treatment with RAF265 and MEK162;Completed,;September 30, 2020
907;Determine the Maximum Tolerated Dose Dependent on Reports of Dose-limiting Toxicities;From date of first dose to 4 weeks after administration.;Active, not recruiting,;May 6, 2021
908;Dose Escalation: Evaluate up to Eighteen Subjects With Tumors Expressing TCRT-ESO-A1 and Having Dose Limiting Toxicity Adverse Events as Assessed by CTCAE-Version 5;Day 28;Withdrawn,;September 2, 2022
909;Incidence of treatment-emergent adverse events|Severity of treatment-emergent adverse events|Cmax of BAY1834942 after single dose|AUC(0-504) of BAY1834942 after single dose;Up to 40 months|Up to 40 months|0 (pre-dose), 0.5, 1, 2, 4, 6, 24, 48, 72, 96, 168, 336 and 504 h after drug in Cycle 1 (cycle length is 21 days)|0 (pre-dose), 0.5, 1, 2, 4, 6, 24, 48, 72, 96, 168, 336 and 504 h after drug in Cycle 1 (cycle length is 21 days);Completed,;June 2, 2022
910;Safety and Tolerability as Assessed by Number of Participants with Adverse Events (AEs)|Number of Participants Who Experience a Dose Interruption|Number of Participants Who Experience a Dose Reduction|Number of Participants Who Experience a Dose Limiting Toxicity (DLT) During the Dose-Escalation Phase;Up to approximately 3.5 years|Up to approximately 3.5 years|Up to approximately 3.5 years|Day 1 to Day 21;Recruiting,;February 21, 2023
911;Dose limiting toxicity (DLT)|Maximum Tolerated Dose (MTD);up to 4 weeks|up to 4 weeks;Recruiting,;August 26, 2022
912,,;Completed,;April 25, 2014
913;Adverse events evaluated by NCI CTCAE v5.0;with in 2 years after the first dose;Unknown status;Not yet recruiting;August 8, 2019
914;Area under the concentration-time curve over the dosing interval on multiple dosing (AUC[0-τ])|Time at which the highest drug concentration occurs at steady-state (tss,max)|Average steady-state concentration (Css,av)|Minimum observed concentration at steady-state (Css,min)|Maximum observed concentration at steady-state (Css,max)|Area under the concentration-time curve from zero time to time of last quantifiable concentration (AUC[0-t])|Time at which the highest drug concentration occurs (tmax)|Maximum observed concentration (Cmax);"Day 1: pre-dose; 1, 2, 4, and 8 hours post-dose. Day 2: pre-dose (24 hours after first administration). Day 8: pre-dose. Day 15: pre-dose; 1, 2, 4, and 8 hours post-dose. Day 16: pre-dose (24 hours after administration on Day 15)|Day 1: pre-dose; 1, 2, 4, and 8 hours post-dose. Day 2: pre-dose (24 hours after first administration). Day 8: pre-dose. Day 15: pre-dose; 1, 2, 4, and 8 hours post-dose. Day 16: pre-dose (24 hours after administration on Day 15)|Day 1: pre-dose; 1, 2, 4, and 8 hours post-dose. Day 2: pre-dose (24 hours after first administration). Day 8: pre-dose. Day 15: pre-dose; 1, 2, 4, and 8 hours post-dose. Day 16: pre-dose (24 hours after administration on Day 15)|Day 1: pre-dose; 1, 2, 4, and 8 hours post-dose. Day 2: pre-dose (24 hours after first administration). Day 8: pre-dose. Day 15: pre-dose; 1, 2, 4, and 8 hours post-dose. Day 16: pre-dose (24 hours after administration on Day 15|Day 1: pre-dose; 1, 2, 4, and 8 hours post-dose. Day 2: pre-dose (24 hours after first administration). Day 8: pre-dose. Day 15: pre-dose; 1, 2, 4, and 8 hours post-dose. Day 16: pre-dose (24 hours after administration on Day 15)|Day 1: pre-dose; 1, 2, 4, and 8 hours post-dose. Day 2: pre-dose (24 hours after first administration). Day 8: pre-dose. Day 15: pre-dose; 1, 2, 4, and 8 hours post-dose. Day 16: pre-dose (24 hours after administration on Day 15)|Day 1: pre-dose; 1, 2, 4, and 8 hours post-dose. Day 2: pre-dose (24 hours after first administration). Day 8: pre-dose. Day 15: pre-dose; 1, 2, 4, and 8 hours post-dose. Day 16: pre-dose (24 hours after administration on Day 15)|Day 1: pre-dose; 1, 2, 4, and 8 hours post-dose. Day 2: pre-dose (24 hours after first administration). Day 8: pre-dose. Day 15: pre-dose; 1, 2, 4, and 8 hours post-dose. Day 16: pre-dose (24 hours after administration on Day 15)";Completed,;September 28, 2021
915;Safety and tolerability of GLS-010 by assessing the percentage of participants who experience a dose-limiting toxicity (DLT);28 days after patient enrolled;Active, not recruiting,;December 2, 2021
916;Number of Participants Experiencing Dose Limiting Toxicities|Number of Participants Experiencing Adverse Events|Number of Participants Discontinuing Study Treatment Due to AEs;Cycle 1 (3-week Cycle) (Up to 3 weeks)|~90 days after last treatment dose (up to ~45 weeks)|Up to ~33 weeks;Completed,;January 25, 2023
917;Safety profile and effectiveness of escalating doses of ALT-803;9 months;Completed,;April 17, 2019
918;Safety;Monitored on an ongoing basis during the study;Completed,;June 29, 2010
919;Safety, tolerability, and maximum tolerated dose of XL418 with daily oral administration,;Suspended,;June 4, 2008
920;Dose-limiting toxicity (DLT)|Maximum tolerated dose (MTD)|Recommended Phase 2 Dose (RP2D)|Adverse events (AEs) and serious adverse events (SAEs);the first cycle of administration, up to 21 days|the first cycle of administration, up to 21 days|the first cycle of administration, up to 21 days|from the signing of informed consent form to the end of safety follow-up period (90 days after the last dose);Recruiting,;January 18, 2023
921;Dose Limiting Toxicities (DLT);Up to 28 days;Recruiting,;November 29, 2022
922;Number of participants with adverse events;1 year. Subjects will continue to receive SLC-0111 for multiple cycles of 28 days if they are receiving benefit from therapy.;Completed,;May 17, 2016
923;Number of subjects with DLT (Dose limiting Toxicity): dose escalation part|Number of Subjects with treatment-emergent adverse events (TEAEs)|Number of subjects with treatment-related Adverse Events (AE);Baseline up to Week 3|First trial drug administration up to 30 days after the last drug administration assessed up to 2 years|First trial drug administration up to 30 days after the last drug administration assessed up to 2 years;Completed,;March 21, 2022
924;Dose-limiting toxicity (DLT)|Maximum tolerated dose (MTD）|Incidence of treatment-related adverse events (AEs) and serious adverse events (SAEs)|RP2D;Cycle 1 (21Days)|Cycle 1 (21 Days)|Up to 3 years|Cycle1 (21 Days);Not yet recruiting,;October 4, 2022
925;To investigate the safety and tolerability of AZD5363 to define a Recommended Dose (RD) when given orally;All AEs will be collected throughout the study, from informed consent until 30 days after the end of study treatment. The total duration of this time frame can not be specified, as it depends on the number of treatments the subject may receive;Completed,;April 26, 2016
926;Part 1 and Part 2, cohort 1 (expansion cohort - STS): Dose-limiting toxicity (DLT)|Part 2, Cohort 2 (phase IIa - melanoma): Disease control (DC) according to RECIST 1.1;Day 1 to day 28|up to 12 weeks from treatment start;Recruiting,;November 8, 2022
927;Number of participants experiencing dose-limiting toxicities|Number of participants experiencing clinical and laboratory adverse events (AEs);2 Cycles (42 days)|First dose to 28 days post last dose;Completed,;October 18, 2022
928;Number of Subjects Experiencing Dose Limiting Toxicity (DLT);Cycle 1 (Day 1 up to 21);Completed,;August 6, 2020
929;SARS-CoV-2 infection rate in patients with solid tumors.;From June 2020 to September 2020.;Completed,;February 25, 2022
930;Objective response (PR or CR), recorded according to standard solid tumor response criteria;Up to 8 years;Completed,;June 14, 2013
931;Primary Analysis Set: Overall Response Rate (ORR): Percentage of Participants With Complete Response (CR) or Partial Response (PR) as Assessed by Independent Review Committee (IRC)|Enrolled Population: Overall Response Rate (ORR): Percentage of Participants With Complete Response (CR) or Partial Response (PR) as Assessed by IRC;Date of First Dose to Disease Progression or Death (up to 12 Months)|Date of First Dose to Disease Progression or Death (Up to 12 months);Active, not recruiting,;June 2, 2022
932;Assessment of the safety and tolerability profile of BI-1607 in combination with trastuzumab|Identify Dose limiting toxicities, determine the maximum tolerate dose of BI-1607 and propose a recommended Phase 2 dose (RP2D) for evaluation of BI-1607 in combination with trastuzumab.;End of treatment visit or 30 days after last dose of study drug.|22 days;Recruiting,;November 17, 2022
933;Objective response rate (ORR)|Overall survival (OS);Up to 2 years|From date of first study treatment to death due to any cause, assessed up to 2 years;Recruiting,;January 5, 2023
934;"Define the safety and tolerability of AT13387; establishing the MTD of At13387";3 weeks;Completed,;July 5, 2018
935;Evaluate safety and tolerability of escalating doses of ERAS-007 BID-QW|Dose Limiting Toxicities (DLT)|Maximum tolerated dose (MTD)|Recommended dose (RD)|Adverse Events|Plasma concentration (Cmax)|Time to achieve Cmax (Tmax)|Area under the curve|Half-life;Assessed up to 24 months from time of first dose|Study Day 1 up to Day 29|Study Day 1 up to Day 29|Study Day 1 up to Day 29|Assessed up to 24 months from time of first dose|Study Day 1 up to Day 29|Study Day 1 up to Day 29|Study Day 1 up to Day 29|Study Day 1 up to Day 29;Recruiting,;December 7, 2022
936;Number, frequency, and severity of adverse events (AEs)|Incidence of abnormal laboratory tests results|Changes in Eastern Cooperative Oncology Group (ECOG) performance status from baseline to subsequent scheduled visits;From the time of first treatment until 12 weeks after study treatment completion|Up to 12 weeks after study treatment completion|Up to 12 weeks after study treatment completion;Active, not recruiting,;July 1, 2022
937;To determine safety, tolerability, and MTD of TTI-237 - patients are monitored during the duration of their participation on the trial.,;Terminated,;March 26, 2007
938;Dose escalation: recommended clinical dose (RCD)|Dose escalation: safety assessment|Dose escalation and expansion: safety assessment;Cycle 1 (28 days)|Cycle 1 (28 days)|From the first dose of study drug up to 30 days after the last dose of study drug;Recruiting,;January 6, 2023
939;Percentage of Patients With Confirmed Overall Response During Tremelimumab Monotherapy Phase;From baseline to 12 months in the tremelimumab monotherapy phase;Active, not recruiting,;January 23, 2023
940;To evaluate the safety and tolerability of CN202 administered to subjects with locally advanced or metastatic solid tumor or hematologic malignancies through adverse events as assessed by NCI-CTCAE v5.0|To evaluate the dose-limiting toxicity (DLT) and to determine the maximum tolerated dose (MTD) of CN202 when administered as a single-agent to subjects|To identify a recommended Phase II dose (RP2D) of CN202|To evaluate the anti-tumor activity of CN202 in selected solid tumors or hematologic malignancies as determined by Objective Response Rate (ORR);Measurements at Baseline till 90 days after the last dose of study drug|DLT assessed within 21 days after the first dose of CN202|Baseline to End of the Treatment assessed up to an average of 24 months|Baseline to End of the Treatment assessed up to an average of 24 months;Not yet recruiting,;August 31, 2021
941;Number of participants with Adverse Events as a Measure of Safety and Tolerability|Determination of the recommended Phase 2 dose;Adverse events will be assessed at baseline, while the participant is taking BBI503, and for 30 days after stopping therapy. The average length of this duration is expected to be approximately 4 months.|Up to treatment discontinuation + 30 days with an estimated treatment duration of 4 weeks;Completed,;April 5, 2022
942;Frequency of NTRK fusions in subjects with locally advanced/unresectable or metastatic solid tumors.;Retrospective analysis between January 2019 and December 2020;Completed,;August 29, 2022
943;Number of Patients With Drug-related Treatment-emergent Adverse Events (TEAEs);Adverse events were collected and reported from the time of receiving first dose of derazantinib to the end of study assessment and follow-up period (30-day post-treatment);Completed,;March 9, 2022
944;To evaluate the safety and tolerability of AMG 337 by reviewing clinically significant or ≥ Grade 3 changes in safety laboratory tests, physical examinations, ECGs, or vitals signs in all subjects enrolled.|Characterize the pharmacokinetics of AMG 337 when administered orally. PK parameters will include, but are not limited to, area under the plasma concentration versus time curve (AUC) and Peak Plasma Concentration (Cmax).|Determine the maximum tolerated dose of AMG 337, if possible. The MTD is defined at the highest dose level with an observed incidence of dose limiting toxicity in < 33% of subjects enrolled in a cohort.;4 years|4 years|4 years;Completed,;November 7, 2022
945;Incidence of Dose Limiting Toxicities (DLTs)|Incidence of treatment emergent adverse events|Incidence of changes in clinical laboratory abnormalities|Investigator-assessed objective response rate (ORR) by RECIST 1.1 and immune ORR by iRECIST (for solid tumors) or response by Lugano criteria (for lymphomas);4 weeks|24 months|24 months|24 months;Recruiting,;March 16, 2023
946;Maximum Tolerated Dose;4 Weeks;Completed,;December 8, 2020
947;Dose-limiting toxicity (DLT) graded by National Cancer Institute (NCI) Common Toxicity Criteria|Maximum tolerated dose, defined as one dose level below the dose that induces DLT in more than 1/6 patients;28 days|28 days;Completed,;July 2, 2013
948;Evaluate Safety and Tolerability|Define the Recommended Phase 2 Dose (RP2D)|Define the objective response rate (ORR);Three years|Approximately 22 months|Two to three years after first dose of Repotrectinib in combination with other anticancer therapies;Active, not recruiting,;November 9, 2022
949;Part A: Dose-normalized Cmax (Maximum Observed Concentration) for Estimation of Relative Bioavailability for Alisertib Oral Solution (OS) Versus Powder in Capsule Formulations (PIC)|Part A: Dose-normalized AUClast (Area Under the Concentration-Time Curve From Time 0 to Time of the Last Quantifiable Concentration) for Estimation of Relative Bioavailability for Alisertib Oral Solution (OS) Versus Powder in Capsule Formulations (PIC)|Part B: Cmax: Maximum Observed Concentration for Alisertib Administered as an Oral Solution With Food Versus Without Food|Part B: AUClast: Area Under the Concentration-Time Curve From Time 0 to Time of the Last Quantifiable Concentration for Alisertib Administered as an Oral Solution With Food Versus Without Food|Part B: Cmax: Maximum Plasma Concentration for Alisertib Oral Solution Following Multiple-Dose Administration|Part B: Tmax: Time of First Occurrence of Cmax Over the Dosing Interval for Alisertib Oral Solution Following Multiple-Dose Administration|Part B: AUCτ: Area Under the Concentration-Time Curve From Time 0 to End of Dosing Interval for Alisertib Oral Solution Following Multiple-Dose Administration|Part C: Cmax: Maximum Observed Concentration for Alisertib Administered as an Enteric-Coated Capsule (ECT) With Food Versus Without Food|Part C: AUClast: Area Under the Concentration-Time Curve From Time 0 to Time of the Last Quantifiable Concentration for Alisertib Administered as an Enteric-Coated Capsule (ECT) With Food Versus Without Food|Part C: AUC∞: Area Under the Concentration-Time Curve From Time 0 to Infinity, Calculated Using the Observed Value of the Last Quantifiable Concentration for Alisertib Administered as an Enteric-Coated Capsule (ECT) With Food Versus Without Food|Number of Participants With Adverse Events (AEs) and Serious Adverse Events (SAEs)|Number of Participants With Abnormal Laboratory Values Reported as Adverse Events at an Incidence of at Least 5%|Number of Participants With Abnormal Vital Signs Reported as Adverse Events;Cycles 1 and 2 Day 1 predose and at multiple time points (up to 48 hours) postdose, and, if clinically feasible, at the time of a serious or unusual adverse event (AE) that was judged by the investigator to be treatment related.|Cycles 1 and 2 Day 1 predose and at multiple time points (up to 48 hours) postdose, and, if clinically feasible, at the time of a serious or unusual AE that was judged by the investigator to be treatment related.|Cycles 1 and 2 Day 1 predose and at multiple time points (up to 48 hours) postdose, and, if clinically feasible, at the time of a serious or unusual AE that was judged by the investigator to be treatment related.|Cycles 1 and 2 Day 1 predose and at multiple time points (up to 48 hours) postdose, and, if clinically feasible, at the time of a serious or unusual AE that was judged by the investigator to be treatment related.|Cycle 1 Day 9 predose and at multiple time points (up to 12 hours) postdose, and, if clinically feasible, at the time of a serious or unusual AE that was judged by the investigator to be treatment related.|Cycle 1 Day 9 predose and at multiple time points (up to 12 hours) postdose, and, if clinically feasible, at the time of a serious or unusual AE that was judged by the investigator to be treatment related.|Cycle 1 Day 9 predose and at multiple time points (up to 12 hours) postdose, and, if clinically feasible, at the time of a serious or unusual AE that was judged by the investigator to be treatment related.|Cycles 1 and 2 Day 1 predose and at multiple time points (up to 48 hours) postdose, and, if clinically feasible, at the time of a serious or unusual AE that was judged by the investigator to be treatment related.|Cycles 1 and 2 on Day 1 predose and at multiple time points (up to 48 hours) postdose, and, if clinically feasible, at the time of a serious or unusual AE that was judged by the investigator to be treatment related.|Cycles 1 and 2 on Day 1 predose and at multiple time points (up to 48 hours) postdose, and, if clinically feasible, at the time of a serious or unusual AE that was judged by the investigator to be treatment related.|Up to 30 days after the last dose of study drug (up to 27.4 months)|Up to 30 days after the last dose of study drug (up to 27.4 months)|Up to 30 days after the last dose of study drug (up to 24 months approximately);Completed,;March 12, 2019
